Name,Field,Major,Education,Skills,Projects,Experience
Candidate 443,Medical & Life Sciences,Pharmaceutical Sciences,"Master's in Pharmaceutical Sciences, Year: Year 2","Pharmaceutical Sciences, Public Health, Nursing","Pharmaceutical Sciences Capstone Project, Internship Research on Pharmaceutical Sciences, Open-source contribution in Pharmaceutical Sciences",Intern at Mayo Clinic
Candidate 708,Business & Finance,Taxation,"Bachelor's in Taxation, Year: Senior","Accounting, Taxation, Investment Banking, Finance","Taxation Capstone Project, Internship Research on Taxation, Open-source contribution in Taxation",Intern at JP Morgan
Candidate 822,Business & Finance,Accounting,"Bachelor's in Accounting, Year: Senior","Real Estate, Supply Chain Management, Finance, Investment Banking","Accounting Capstone Project, Internship Research on Accounting, Open-source contribution in Accounting",Intern at Deloitte
Candidate 112,Humanities & Social Sciences,Psychology,"Bachelor's in Psychology, Year: Freshman","Geography, Psychology, Political Science, Sociology",N/A,N/A
Candidate 123,Math & Technology,Mathematics,"Master's in Mathematics, Year: Year 1","Computer Science, Software Engineering, Mechanical Engineering","Mathematics Capstone Project, Internship Research on Mathematics, Open-source contribution in Mathematics",Intern at Amazon
Candidate 728,Arts & Design,Graphic Design,"Bachelor's in Graphic Design, Year: Freshman","Videography, Graphic Design, Fine Arts, Music, Photography",N/A,N/A
Candidate 764,Arts & Design,Music,"Master's in Music, Year: Year 1","Videography, Photography, Music, Fine Arts, Graphic Design","Music Capstone Project, Internship Research on Music, Open-source contribution in Music",Intern at Disney
Candidate 977,Math & Technology,Electrical Engineering,"Master's in Electrical Engineering, Year: Year 2","Computer Science, Electrical Engineering, Data Science","Electrical Engineering Capstone Project, Internship Research on Electrical Engineering, Open-source contribution in Electrical Engineering",Intern at Amazon
Candidate 478,Math & Technology,Software Engineering,"Bachelor's in Software Engineering, Year: Junior","Mechanical Engineering, Software Engineering, Electrical Engineering, Computer Science","Software Engineering Capstone Project, Internship Research on Software Engineering, Open-source contribution in Software Engineering",Intern at Google
Candidate 810,Humanities & Social Sciences,Psychology,"Bachelor's in Psychology, Year: Freshman","Sociology, History, Political Science, Geography, Psychology",N/A,N/A
Candidate 355,Medical & Life Sciences,Biology,"Master's in Biology, Year: Year 2","Nursing, Public Health, Healthcare","Biology Capstone Project, Internship Research on Biology, Open-source contribution in Biology",Intern at Johnson & Johnson
Candidate 614,Humanities & Social Sciences,Sociology,"Master's in Sociology, Year: Year 1","Geography, International Relations, Sociology","Sociology Capstone Project, Internship Research on Sociology, Open-source contribution in Sociology",Intern at Amnesty International
Candidate 990,Humanities & Social Sciences,Political Science,"Bachelor's in Political Science, Year: Senior","Political Science, International Relations, History","Political Science Capstone Project, Internship Research on Political Science, Open-source contribution in Political Science",Intern at Brookings Institution
Candidate 556,Business & Finance,Real Estate,"Bachelor's in Real Estate, Year: Senior","Real Estate, Supply Chain Management, Investment Banking, Taxation","Real Estate Capstone Project, Internship Research on Real Estate, Open-source contribution in Real Estate",Intern at McKinsey
Candidate 595,Medical & Life Sciences,Healthcare,"Master's in Healthcare, Year: Year 2","Healthcare, Biomedical Engineering, Public Health, Nursing","Healthcare Capstone Project, Internship Research on Healthcare, Open-source contribution in Healthcare",Intern at Pfizer
Candidate 149,Humanities & Social Sciences,Geography,"Bachelor's in Geography, Year: Sophomore","Psychology, International Relations, Political Science, Sociology, History","Geography Capstone Project, Internship Research on Geography, Open-source contribution in Geography",Intern at United Nations
Candidate 409,Math & Technology,Software Engineering,"Bachelor's in Software Engineering, Year: Senior","Data Science, Electrical Engineering, Mechanical Engineering, Computer Science","Software Engineering Capstone Project, Internship Research on Software Engineering, Open-source contribution in Software Engineering",Intern at Tesla
Candidate 324,Math & Technology,Software Engineering,"Master's in Software Engineering, Year: Year 1","Electrical Engineering, Mathematics, Software Engineering","Software Engineering Capstone Project, Internship Research on Software Engineering, Open-source contribution in Software Engineering",Intern at Apple
Candidate 506,Business & Finance,Finance,"Bachelor's in Finance, Year: Senior","Real Estate, Supply Chain Management, Finance, Taxation","Finance Capstone Project, Internship Research on Finance, Open-source contribution in Finance",Intern at Morgan Stanley
Candidate 617,Business & Finance,Real Estate,"Bachelor's in Real Estate, Year: Junior","Supply Chain Management, Taxation, Accounting, Investment Banking, Finance","Real Estate Capstone Project, Internship Research on Real Estate, Open-source contribution in Real Estate",Intern at McKinsey
Candidate 602,Humanities & Social Sciences,International Relations,"Master's in International Relations, Year: Year 2","Psychology, Sociology, International Relations, Political Science, Geography","International Relations Capstone Project, Internship Research on International Relations, Open-source contribution in International Relations",Intern at Brookings Institution
Candidate 671,Humanities & Social Sciences,Sociology,"Master's in Sociology, Year: Year 2","Geography, Sociology, History, International Relations","Sociology Capstone Project, Internship Research on Sociology, Open-source contribution in Sociology",Intern at Amnesty International
Candidate 306,Arts & Design,Videography,"Bachelor's in Videography, Year: Freshman","Graphic Design, Music, Videography, Fine Arts, Fashion Design",N/A,N/A
Candidate 739,Business & Finance,Real Estate,"Master's in Real Estate, Year: Year 1","Real Estate, Supply Chain Management, Finance, Accounting","Real Estate Capstone Project, Internship Research on Real Estate, Open-source contribution in Real Estate",Intern at JP Morgan
Candidate 118,Math & Technology,Electrical Engineering,"Master's in Electrical Engineering, Year: Year 2","Data Science, Electrical Engineering, Computer Science","Electrical Engineering Capstone Project, Internship Research on Electrical Engineering, Open-source contribution in Electrical Engineering",Intern at Apple
Candidate 690,Humanities & Social Sciences,History,"Bachelor's in History, Year: Junior","Psychology, Geography, International Relations, Sociology, History","History Capstone Project, Internship Research on History, Open-source contribution in History",Intern at National Geographic
Candidate 881,Business & Finance,Real Estate,"Bachelor's in Real Estate, Year: Senior","Accounting, Investment Banking, Finance, Taxation, Real Estate","Real Estate Capstone Project, Internship Research on Real Estate, Open-source contribution in Real Estate",Intern at Goldman Sachs
Candidate 435,Medical & Life Sciences,Healthcare,"Master's in Healthcare, Year: Year 1","Biology, Biomedical Engineering, Public Health, Pharmaceutical Sciences","Healthcare Capstone Project, Internship Research on Healthcare, Open-source contribution in Healthcare",Intern at Mayo Clinic
Candidate 481,Math & Technology,Data Science,"Bachelor's in Data Science, Year: Sophomore","Electrical Engineering, Data Science, Mathematics, Mechanical Engineering, Software Engineering","Data Science Capstone Project, Internship Research on Data Science, Open-source contribution in Data Science",Intern at Meta
Candidate 946,Business & Finance,Finance,"Bachelor's in Finance, Year: Junior","Investment Banking, Supply Chain Management, Real Estate, Accounting, Taxation","Finance Capstone Project, Internship Research on Finance, Open-source contribution in Finance",Intern at JP Morgan
Candidate 395,Business & Finance,Taxation,"Master's in Taxation, Year: Year 2","Finance, Supply Chain Management, Taxation","Taxation Capstone Project, Internship Research on Taxation, Open-source contribution in Taxation",Intern at Deloitte
Candidate 639,Math & Technology,Mechanical Engineering,"Master's in Mechanical Engineering, Year: Year 1","Data Science, Software Engineering, Mechanical Engineering, Mathematics","Mechanical Engineering Capstone Project, Internship Research on Mechanical Engineering, Open-source contribution in Mechanical Engineering",Intern at Microsoft
Candidate 236,Medical & Life Sciences,Pharmaceutical Sciences,"Bachelor's in Pharmaceutical Sciences, Year: Sophomore","Nursing, Healthcare, Public Health","Pharmaceutical Sciences Capstone Project, Internship Research on Pharmaceutical Sciences, Open-source contribution in Pharmaceutical Sciences",Intern at Johnson & Johnson
Candidate 306,Business & Finance,Finance,"Master's in Finance, Year: Year 2","Accounting, Supply Chain Management, Investment Banking","Finance Capstone Project, Internship Research on Finance, Open-source contribution in Finance",Intern at JP Morgan
Candidate 666,Arts & Design,Fashion Design,"Bachelor's in Fashion Design, Year: Freshman","Videography, Fine Arts, Fashion Design",Fashion Design Personal Project,Volunteer at Warner Bros
Candidate 516,Business & Finance,Accounting,"Master's in Accounting, Year: Year 1","Finance, Supply Chain Management, Accounting, Real Estate, Investment Banking","Accounting Capstone Project, Internship Research on Accounting, Open-source contribution in Accounting",Intern at Goldman Sachs
Candidate 762,Arts & Design,Photography,"Bachelor's in Photography, Year: Junior","Music, Fashion Design, Photography","Photography Capstone Project, Internship Research on Photography, Open-source contribution in Photography",Intern at Adobe
Candidate 714,Medical & Life Sciences,Pharmaceutical Sciences,"Bachelor's in Pharmaceutical Sciences, Year: Senior","Pharmaceutical Sciences, Biology, Biomedical Engineering","Pharmaceutical Sciences Capstone Project, Internship Research on Pharmaceutical Sciences, Open-source contribution in Pharmaceutical Sciences",Intern at Moderna
